	annus	mes	observaciones	codigo	 titulo	 unidad	 fuente	 notas	fecha	valor
575	2011	12	                1206,38200						12/2011	1206.4
576	2012	1	                1137,85500						1/2012	1137.9
577	2012	2	                1152,83000						2/2012	1152.8
578	2012	3	                1293,13000						3/2012	1293.1
579	2012	4	                1076,53400						4/2012	1076.5
580	2012	5	                1291,08700						5/2012	1291.1
581	2012	6	                1281,02000						6/2012	1281.0
582	2012	7	                1258,72600						7/2012	1258.7
583	2012	8	                1156,48800						8/2012	1156.5
584	2012	9	                1042,25300						9/2012	1042.3
585	2012	10	                1129,71700						10/2012	1129.7
586	2012	11	                 997,64700						11/2012	997.6
587	2012	12	                 779,30000						12/2012	779.3
588	2013	1	                 870,77500						1/2013	870.8
589	2013	2	                 839,59700						2/2013	839.6
590	2013	3	                 756,00000						3/2013	756.0
591	2013	4	                 910,00100						4/2013	910.0
592	2013	5	                1007,53700						5/2013	1007.5
593	2013	6	                 987,33700						6/2013	987.3
594	2013	7	                1051,31800						7/2013	1051.3
595	2013	8	                 846,51200						8/2013	846.5
596	2013	9	                 903,65600						9/2013	903.7
597	2013	10	                 986,44900						10/2013	986.4
598	2013	11	                 878,44000						11/2013	878.4
599	2013	12	                 705,34900						12/2013	705.3
600	2014	1	                 729,45400						1/2014	729.5
601	2014	2	                 748,28700						2/2014	748.3
602	2014	3	                 875,82400						3/2014	875.8
603	2014	4	                 849,10900						4/2014	849.1
604	2014	5	                 971,34700						5/2014	971.3
605	2014	6	                1007,18300						6/2014	1007.2
606	2014	7	                1122,98200						7/2014	1123.0
607	2014	8	                 861,79100						8/2014	861.8
608	2014	9	                 952,50500						9/2014	952.5
609	2014	10	                1050,31500						10/2014	1050.3
610	2014	11	                 886,33700						11/2014	886.3
611	2014	12	                 775,50500						12/2014	775.5
612	2015	1	                 755,38300						1/2015	755.4
613	2015	2	                 822,22100						2/2015	822.2
614	2015	3	                 999,98400						3/2015	1000.0
615	2015	4	                 978,80800						4/2015	978.8
616	2015	5	                1044,00000						5/2015	1044.0
617	2015	6	                1058,15900						6/2015	1058.2
618	2015	7	                1075,76100						7/2015	1075.8
619	2015	8	                 901,56100						8/2015	901.6
620	2015	9	                1007,49500						9/2015	1007.5
621	2015	10	                1009,53800						10/2015	1009.5
622	2015	11	                1002,64300						11/2015	1002.6
623	2015	12	                 836,45200						12/2015	836.5
624	2016	1	                 732,23700						1/2016	732.2
625	2016	2	                 876,47100						2/2016	876.5
626	2016	3	                 914,97900						3/2016	915.0
627	2016	4	                 940,65500						4/2016	940.7
628	2016	5	                 957,92700						5/2016	957.9
629	2016	6	                1042,47600						6/2016	1042.5
630	2016	7	                 987,39400						7/2016	987.4
631	2016	8	                 955,03600						8/2016	955.0
632	2016	9	                1004,53800						9/2016	1004.5
633	2016	10	                 948,23500						10/2016	948.2
634	2016	11	                1001,69000						11/2016	1001.7
635	2016	12	                 796,17900						12/2016	796.2
636	2017	1	                 835,41300						1/2017	835.4
637	2017	2	                 923,24200						2/2017	923.2
638	2017	3	                1119,75100						3/2017	1119.8
639	2017	4	                 917,83000						4/2017	917.8
640	2017	5	                1139,02000						5/2017	1139.0
641	2017	6	                1133,72100						6/2017	1133.7
642	2017	7	                1053,59500						7/2017	1053.6
643	2017	8	                 993,62200						8/2017	993.6
644	2017	9	                1048,52200						9/2017	1048.5
645	2017	10	                1124,80100						10/2017	1124.8
646	2017	11	                1208,44300						11/2017	1208.4
647	2017	12	                 895,03500						12/2017	895.0
648	2018	1	                1008,58500						1/2018	1008.6
649	2018	2	                 992,74800						2/2018	992.7
650	2018	3	                 981,17500						3/2018	981.2
651	2018	4	                1093,63100						4/2018	1093.6
652	2018	5	                1251,35100						5/2018	1251.4
653	2018	6	                1249,71100						6/2018	1249.7
654	2018	7	                1236,48100						7/2018	1236.5
655	2018	8	                1106,76900						8/2018	1106.8
656	2018	9	                1130,26200						9/2018	1130.3
657	2018	10	                1270,50200						10/2018	1270.5
658	2018	11	                1153,49400						11/2018	1153.5
659	2018	12	                 986,37400						12/2018	986.4
660	2019	1	                1141,91000						1/2019	1141.9
661	2019	2	                1170,13900						2/2019	1170.1
662	2019	3	                1290,08400						3/2019	1290.1
663	2019	4	                1205,61600						4/2019	1205.6
664	2019	5	                1384,39500						5/2019	1384.4
665	2019	6	                1278,19300						6/2019	1278.2
666	2019	7	                1372,36300						7/2019	1372.4
667	2019	8	                1160,94100						8/2019	1160.9
668	2019	9	                1221,17900						9/2019	1221.2
669	2019	10	                1389,15300						10/2019	1389.2
670	2019	11	                1159,76400						11/2019	1159.8
671	2019	12	                 947,13400						12/2019	947.1
672	2020	1	                1037,54800						1/2020	1037.5
673	2020	2	                1155,97300						2/2020	1156.0
674	2020	3	                 942,30400						3/2020	942.3
675	2020	4	                 606,23400						4/2020	606.2
676	2020	5	                1162,98700						5/2020	1163.0
677	2020	6	                1319,87700						6/2020	1319.9
678	2020	7	                1348,05400						7/2020	1348.1
679	2020	8	                1115,59500						8/2020	1115.6
680	2020	9	                1274,66300						9/2020	1274.7
681	2020	10	                1246,34500						10/2020	1246.3
682	2020	11	                1181,44700						11/2020	1181.4
683	2020	12	                1030,95500						12/2020	1031.0
684	2021	1	                 836,36100						1/2021	836.4
685	2021	2	                1114,05500						2/2021	1114.1
686	2021	3	                1378,98500						3/2021	1379.0
687	2021	4	                1238,70700						4/2021	1238.7
688	2021	5	                1366,01600						5/2021	1366.0
689	2021	6	                1374,40500						6/2021	1374.4
690	2021	7	                1344,84700						7/2021	1344.8
691	2021	8	                1200,62500						8/2021	1200.6
692	2021	9	                1300,72800						9/2021	1300.7
693	2021	10	                1271,28200						10/2021	1271.3
694	2021	11	                1319,11800						11/2021	1319.1
695	2021	12	                1257,18400						12/2021	1257.2
696	2022	1	                1028,97200						1/2022	1029.0
697	2022	2	                1257,00300						2/2022	1257.0
698	2022	3	                1176,14900						3/2022	1176.1
699	2022	4	                1334,70000						4/2022	1334.7
700	2022	5	                1333,04200						5/2022	1333.0
701	2022	6	                1375,98600						6/2022	1376.0
702	2022	7	                1223,23900						7/2022	1223.2
703	2022	8	                1146,41800						8/2022	1146.4
704	2022	9	                1248,14600						9/2022	1248.1
705	2022	10	                1254,29100						10/2022	1254.3
706	2022	11	                1336,88400						11/2022	1336.9
707	2022	12	                1166,95800						12/2022	1167.0
708	2023	1	                1065,34200						1/2023	1065.3
709	2023	2	                1175,27400						2/2023	1175.3
710	2023	3	                1439,83600						3/2023	1439.8
711	2023	4	                1185,27700						4/2023	1185.3
712	2023	5	                1360,62400						5/2023	1360.6
713	2023	6	                1309,03300						6/2023	1309.0
714	2023	7	                1208,01800						7/2023	1208.0
715	2023	8	                1067,38600						8/2023	1067.4
716	2023	9	                1138,35300						9/2023	1138.4
717	2023	10	                1197,29300						10/2023	1197.3
718	2023	11	                1290,45000						11/2023	1290.4
719	2023	12	                1059,28600						12/2023	1059.3
720	2024	1	                1055,77200						1/2024	1055.8
721	2024	2	                1168,89000						2/2024	1168.9
722	2024	3	                1100,84200						3/2024	1100.8
723	2024	4	                1286,08800						4/2024	1286.1
724	2024	5	                1311,67900						5/2024	1311.7
725	0	0							0/0	
